id	codigo	direccion	localidad	provincia	ubicacion	latitud	longitud	fuente	fecha_creacion
422	555	Guemes 4161	Capital Federal	Capital Federal		-34.584781686419110	-58.419223556451776	Georef	2026-06-22 16:13:04.223
423	556	Grecia 3595	Capital Federal	Capital Federal		-34.546509557650786	-58.463231386650090	Georef	2026-06-22 16:13:08.067
424	557	733	Lisandro de Latorre 790	Mataderos		-38.176188730164660	-57.656329594934740	Georef	2026-06-22 16:13:11.900
425	558	Sarmiento 345	Capital Federal	Capital Federal		-36.858069118392800	-63.687688438475910	Georef	2026-06-22 16:13:15.870
426	559	Teodoro Garcia 2310	Capital Federal	Capital Federal		-34.568324564985694	-58.444559638805690	Georef	2026-06-22 16:13:19.660
427	560	Bartolome Mitre 1749	Capital Federal	Capital Federal		-34.572121159119200	-59.098203926663600	Georef	2026-06-22 16:13:23.463
428	561	Angel Gallardo 940	Capital Federal	Capital Federal		-34.405727837030554	-58.719327429402696	Georef	2026-06-22 16:13:27.493
429	562	San Martin 620	Capital Federal	Capital Federal		-25.797699465851620	-64.974075445074450	Georef	2026-06-22 16:13:31.290
430	563	Hidalgo 955	Capital Federal	Capital Federal		-34.789982062720070	-58.631388066251070	Georef	2026-06-22 16:13:35.140
431	565	Ecuador 932	Capital Federal	Capital Federal		-33.901644529797880	-60.561081034747930	Georef	2026-06-22 16:13:39.047
432	566	Alvarez Thomas 1996	Capital Federal	Capital Federal		-33.078778059800900	-60.558372089006504	Georef	2026-06-22 16:13:42.883
433	568	Olazabal 1898	Capital Federal	Capital Federal		-34.498864491557530	-58.583729656943795	Georef	2026-06-22 16:13:46.760
434	569	Av. Libertador 1140	Capital Federal	Capital Federal		-36.721208242838110	-56.686412436962414	Georef	2026-06-22 16:13:50.587
435	570	Defensa 1400	Capital Federal	Capital Federal		-34.645926262611304	-58.773260989355730	Georef	2026-06-22 16:13:54.383
436	571	Tacuari 89	Capital Federal	Capital Federal		-34.793878251961466	-58.425370626607894	Georef	2026-06-22 16:13:58.233
437	572	Del Barco Centenera 1282	Capital Federal	Capital Federal		-34.634340875548830	-58.435893507526770	Georef	2026-06-22 16:14:10.693
438	573	Av. Cordoba 3721	Capital Federal	Capital Federal		-34.597784015487186	-58.419190268908060	Georef	2026-06-22 16:14:14.487
439	574	Garcia del Rio 3166	Capital Federal	Capital Federal		-34.715361786404030	-58.803714109592285	Georef	2026-06-22 16:14:18.260
440	575	Av. Directorio 483	Capital Federal	Capital Federal		-34.627984623907230	-58.433575994920396	Georef	2026-06-22 16:14:22.240
441	576	Nuñez 1563	Capital Federal	Capital Federal		-34.545709881788870	-58.459539377203480	Georef	2026-06-22 16:14:26.030
442	577	Av. Córdoba 2038	Capital Federal	Capital Federal		-24.181640808526144	-65.318051100410500	Georef	2026-06-22 16:14:29.807
443	579	Av. Alte. Brown 795	Capital Federal	Capital Federal		-34.631998370371770	-58.360885152312600	Georef	2026-06-22 16:14:33.757
444	580	Av. Corrientes 4147	Capital Federal	Capital Federal		-32.984603975949210	-60.652172381051410	Georef	2026-06-22 16:14:37.650
445	582	Av. Congreso 4781	Capital Federal	Capital Federal		-34.567769123837870	-58.486437264366300	Georef	2026-06-22 16:14:53.810
446	583	Av. de Mayo 1241	Capital Federal	Capital Federal		-33.890683803268985	-60.579374815149740	Georef	2026-06-22 16:14:57.900
447	585	Lima 945	Capital Federal	Capital Federal		-34.619083314801130	-58.381450952058700	Georef	2026-06-22 16:15:01.800
448	586	San Martin 5934	Capital Federal	Capital Federal		-31.613344014553274	-60.696697376539035	Georef	2026-06-22 16:15:05.593
449	587	Rojas 16	Capital Federal	Capital Federal		-33.369617910040890	-60.263910791986540	Georef	2026-06-22 16:15:09.400
450	588	773	Pres. Manuel Quintana 570	Recoleta		-38.187370510183350	-57.677153025272050	Georef	2026-06-22 16:15:13.390
451	589	Peru 487	Capital Federal	Capital Federal		-31.451866452480690	-60.906674480052885	Georef	2026-06-22 16:15:17.973
452	590	Peña 2544	Capital Federal	Capital Federal		-31.380448554453050	-64.145837404577400	Georef	2026-06-22 16:15:22.030
453	591	Juan Domingo Peron 4177	Capital Federal	Capital Federal		-34.685210845642010	-58.544966768015094	Georef	2026-06-22 16:15:25.817
454	592	Echeverria 1420	Capital Federal	Capital Federal		-33.888295971611200	-60.580452409414036	Georef	2026-06-22 16:15:29.583
455	593	Entre Rios 1192	Capital Federal	Capital Federal		-34.785455275699604	-58.355843528963500	Georef	2026-06-22 16:15:33.547
457	595	Cosquin 78	Capital Federal	Capital Federal		-34.639912117067070	-58.523625852784280	Georef	2026-06-22 16:15:56.500
458	596	Av. Federico Lacroze 3660	Capital Federal	Capital Federal		-34.582165767651700	-58.452011623258160	Georef	2026-06-22 16:16:00.300
459	597	Sanabria 2733	Capital Federal	Capital Federal		-34.611149339664250	-58.506382834889840	Georef	2026-06-22 16:16:04.083
460	598	Sarmiento 1810	Capital Federal	Capital Federal		-29.462703814014098	-60.216198867805700	Georef	2026-06-22 16:16:07.977
461	599	Blanco Encalada 4470	Capital Federal	Capital Federal		-34.571723604150040	-58.479965990277606	Georef	2026-06-22 16:16:11.770
462	600	Directorio 3960	Capital Federal	Capital Federal		-34.612471529209480	-58.552634506297170	Georef	2026-06-22 16:16:15.793
463	604	Av. Estado de Israel 4684	Capital Federal	Capital Federal		-34.600597356025100	-58.430904525601540	Georef	2026-06-22 16:16:19.583
464	605	Av. Juan Bautista Alberdi 7071	Capital Federal	Capital Federal		-34.659474504187470	-58.513062725520975	Georef	2026-06-22 16:16:23.517
466	607	Chacabuco 727	Capital Federal	Córdoba		-36.610821889514284	-64.298787792162170	Georef	2026-06-22 16:16:39.307
467	608	Serrano 280	Capital Federal	Capital Federal		-33.799505659854866	-59.500058728921540	Georef	2026-06-22 16:16:43.160
468	609	Av. del Libertador 4534	Capital Federal	Capital Federal		-34.566571928404140	-58.431569950573160	Georef	2026-06-22 16:16:47.177
469	610	Pueyrredon 298	Capital Federal	Córdoba		-37.029228602622840	-64.280443154297400	Georef	2026-06-22 16:16:51.343
470	613	Av. Congreso 2774	Capital Federal	Capital Federal		-34.557256705029560	-58.465977372702270	Georef	2026-06-22 16:16:55.117
471	614	Murguiondo 4053	Capital Federal	Capital Federal		-34.675885207211840	-58.477061706980200	Georef	2026-06-22 16:16:59.073
472	615	Av. Rivadavia 4702	Capital Federal	Capital Federal		-34.616166251110805	-58.431646603678150	Georef	2026-06-22 16:17:03.343
473	616	Rio de Janeiro 71	Capital Federal	Capital Federal		-33.887733003388330	-60.574072145973280	Georef	2026-06-22 16:17:07.130
474	617	Monroe 3131	Capital Federal	Capital Federal		-34.657356851240785	-58.696757854458404	Georef	2026-06-22 16:17:10.960
475	618	Bulnes 2751	Capital Federal	Capital Federal		-34.580467896440470	-58.405886996569690	Georef	2026-06-22 16:17:14.970
476	619	Ramos Mejia 1019	Capital Federal	Capital Federal		-31.422085202479680	-64.123270025788160	Georef	2026-06-22 16:17:19.153
477	621	Av. Avellaneda 1034	Capital Federal	Capital Federal		-34.720092026202366	-58.296005713069185	Georef	2026-06-22 16:17:23.220
478	622	Av. Boyaca 1082	Capital Federal	Capital Federal		-34.615823464481510	-58.464340481186580	Georef	2026-06-22 16:17:27.840
479	623	Av. Rivadavia 2520	Capital Federal	Capital Federal		-34.609904415791420	-58.402080400641530	Georef	2026-06-22 16:17:31.810
480	624	Nazca 3214	Capital Federal	Capital Federal		-34.599023274982230	-58.491576330539060	Georef	2026-06-22 16:17:35.720
481	625	Montiel 1061	Capital Federal	Capital Federal		-34.817613981520470	-58.374493068332676	Georef	2026-06-22 16:17:39.857
482	626	815	Av. Varela 1264	Flores		-34.752373414286450	-58.310783008934650	Georef	2026-06-22 16:17:43.740
483	627	Paseo Colon 1179	Capital Federal	Capital Federal		-34.621465019344160	-58.368335018029200	Georef	2026-06-22 16:17:47.670
484	628	Av. Rivadavia 4119	Capital Federal	Capital Federal		-34.612707941302910	-58.423831679381145	Georef	2026-06-22 16:17:51.733
485	630	Araoz 2148	Capital Federal	Capital Federal		-34.588217591835150	-58.419028834775396	Georef	2026-06-22 16:17:55.600
486	631	820	Av. Castro Barros 359	Córdoba Capital		-45.866987137743610	-67.544127711109160	Georef	2026-06-22 16:17:59.543
487	632	Amenabar 2702	Capital Federal	Capital Federal		-32.968243094723130	-60.666621693234430	Georef	2026-06-22 16:18:03.660
488	633	Bolivar 270	Capital Federal	Capital Federal		-34.288315467180030	-60.251382788206910	Georef	2026-06-22 16:18:07.613
489	634	Moreno 1401	Capital Federal	Capital Federal		-33.439322400748430	-62.077475245109280	Georef	2026-06-22 16:18:11.490
490	636	Ayacucho 1401	Capital Federal	Capital Federal		-33.058371560359120	-61.175694483342575	Georef	2026-06-22 16:18:15.387
491	637	Av. San Martin 2218	Capital Federal	Buenos Aires		-29.180771391707573	-58.092110824532504	Georef	2026-06-22 16:18:19.323
492	638	Av. De Mayo 432	Capital Federal	Buenos Aires		-33.893512026154680	-60.570945969790070	Georef	2026-06-22 16:18:23.227
493	639	Av. Pedro Goyena 188	Capital Federal	Capital Federal		-34.625416586858805	-58.429915562377720	Georef	2026-06-22 16:18:27.117
494	640	Boulogne Sur Mer 431	Capital Federal	Capital Federal		-34.605107780372320	-58.406855155943580	Georef	2026-06-22 16:18:30.407
495	641	Alvear 126	Capital Federal	Córdoba		-28.242215560736290	-59.447183757290990	Georef	2026-06-22 16:18:34.247
496	643	Segurola 1441	Capital Federal	Capital Federal		-34.673547849812360	-58.509613040946576	Georef	2026-06-22 16:18:50.740
497	644	25 de Mayo 979	Capital Federal	Córdoba		-40.810209858796505	-63.000473135685530	Georef	2026-06-22 16:18:55.177
498	645	Luis María Drago 287	Capital Federal	Capital Federal		-34.601510391682870	-58.437188946881080	Georef	2026-06-22 16:18:59.500
499	646	Baunes 2692	Capital Federal	Capital Federal		-34.572774010572760	-58.489515557923470	Georef	2026-06-22 16:19:03.890
500	648	Belgrano 54	Capital Federal	Córdoba		-34.293378800595660	-60.260409030322386	Georef	2026-06-22 16:19:07.797
501	649	Emilio Castro 6815	Capital Federal	Capital Federal		-34.651988630805130	-58.515510687219600	Georef	2026-06-22 16:19:11.990
502	650	San Martin 26	Capital Federal	Córdoba		-36.316255887580630	-57.679231121907094	Georef	2026-06-22 16:19:15.877
503	652	Av. Las Heras 2986	Capital Federal	Capital Federal		-34.583440642102600	-58.403763767436790	Georef	2026-06-22 16:19:19.823
504	654	Hipolito Yrigoyen 1790	Capital Federal	Capital Federal		-31.978724673212383	-60.926235037882730	Georef	2026-06-22 16:19:23.963
505	656	Viamonte 170	Capital Federal	Capital Federal		-32.967632622340550	-60.629893788412940	Georef	2026-06-22 16:19:27.893
506	657	Montiel 1718	Capital Federal	Capital Federal		-34.725886712440190	-58.705598063962820	Georef	2026-06-22 16:19:31.783
507	658	Larrazabal 265	Capital Federal	Capital Federal		-34.642115108830424	-58.513900999693720	Georef	2026-06-22 16:19:35.813
508	659	Conesa 999	Capital Federal	Capital Federal		-37.613312561134400	-62.399867621041800	Georef	2026-06-22 16:19:39.880
509	660	Juan Segui 4524	Capital Federal	Capital Federal		-31.453152239988725	-64.111029363507920	Georef	2026-06-22 16:19:43.860
510	661	Araoz 1140	Capital Federal	Capital Federal		-34.594599260650300	-58.428777214173930	Georef	2026-06-22 16:19:47.773
511	662	Av. Belgrano 3043	Capital Federal	Capital Federal		-34.615156686074840	-58.408949396711044	Georef	2026-06-22 16:19:51.647
512	664	Nogoya 3644	Capital Federal	Capital Federal		-34.606420124245200	-58.497878399100460	Georef	2026-06-22 16:19:55.537
513	667	Directorio 4989	Capital Federal	Capital Federal		-34.650756285686990	-58.490905698526376	Georef	2026-06-22 16:19:59.407
514	669	Yapeyu 2059	Capital Federal	Buenos Aires		-34.739540009024374	-58.348278761121804	Georef	2026-06-22 16:20:03.273
515	670	Hidalgo 92	Capital Federal	Capital Federal		-34.671584978897630	-58.684789505604556	Georef	2026-06-22 16:20:07.227
518	673	Carrasco 421	Capital Federal	Capital Federal		-34.632333110360776	-58.491288173056790	Georef	2026-06-22 16:20:34.907
519	674	Virrey del Pino 2527	Capital Federal	Capital Federal		-34.567144534578766	-58.454117538969726	Georef	2026-06-22 16:20:39.037
520	676	Chile 701	Capital Federal	Capital Federal		-37.336108914263626	-59.127366907706270	Georef	2026-06-22 16:20:43.207
521	677	Alvarez Jonte 3079	Capital Federal	Capital Federal		-34.636496750913280	-58.651515669355426	Georef	2026-06-22 16:20:47.240
522	678	Arregui 6369	Versalles	Capital Federal		-34.628360848386470	-58.523779167257100	Georef	2026-06-22 16:20:49.727
523	679	Av. Scalabrini Ortiz 1396	Palermo	Capital Federal		-34.592203423907300	-58.426901402747070	Georef	2026-06-22 16:20:52.263
524	680	875	Av. Bandera de Los Andes 9685	Guaymallén		-34.815171012386045	-58.237732375761040	Georef	2026-06-22 16:20:56.270
525	682	Viamonte 702	San Nicolás	Capital Federal		-34.599957259378435	-58.376813586873540	Georef	2026-06-22 16:20:58.750
527	684	Mexico 1530	Monserrat	Capital Federal		-34.615541433920775	-58.387924784680024	Georef	2026-06-22 16:21:12.980
528	685	Pareja 4890	Villa Devoto	Capital Federal		-34.605482461782266	-58.523940639127350	Georef	2026-06-22 16:21:15.460
529	686	Juan Agustin Garcia 3202	Santa Rita	Capital Federal		-34.612419055627340	-58.486051643714305	Georef	2026-06-22 16:21:18.183
530	687	Av. Alvarez Jonte 1987	Villa del Parque	Capital Federal		-34.603775264023630	-58.471548662411120	Georef	2026-06-22 16:21:20.607
531	688	Lope de Vega 19	Villa Luro	Capital Federal		-34.637265571054900	-58.499492360627480	Georef	2026-06-22 16:21:23.147
532	689	Av. Independencia 2716	Balvanera	Capital Federal		-34.618888361459620	-58.403745991961834	Georef	2026-06-22 16:21:25.640
533	691	Av. La Plata 716	Boedo	Capital Federal		-34.623841624191340	-58.427444636922830	Georef	2026-06-22 16:21:28.183
534	692	Neuquén 520	Caballito	Capital Federal		-34.615942616667170	-58.437863920116050	Georef	2026-06-22 16:21:30.677
535	693	Av. Pedro Goyena 1680	Caballito	Capital Federal		-34.628465556987360	-58.452148970033540	Georef	2026-06-22 16:21:33.240
536	694	Tucuman 1541	San Nicolás	Capital Federal		-34.601745590377500	-58.388643176241100	Georef	2026-06-22 16:21:35.637
537	695	Almirante Brown 261	La Boca	Capital Federal		-37.030264638234860	-64.281392812991570	Georef	2026-06-22 16:21:38.130
538	697	Caboto 420	La Boca	Capital Federal		-34.627750515821380	-58.360485250701934	Georef	2026-06-22 16:21:40.960
539	698	Belaustegui 2748	Santa Rita	Capital Federal		-34.615419597046270	-58.475487645479085	Georef	2026-06-22 16:21:43.470
540	699	Dorrego 2145	Palermo	Capital Federal		-34.578097858150110	-58.439410469966260	Georef	2026-06-22 16:21:45.990
541	710	Nahuel Huapi 5038	Villa Urquiza	Capital Federal		-34.570978445644740	-58.488354224264550	Georef	2026-06-22 16:21:48.477
542	711	Av. Alvarez Thomas 372	Colegiales	Capital Federal		-34.581245143456640	-58.449037760817070	Georef	2026-06-22 16:21:51.160
543	714	Mariscal Sucre 4230	Villa Urquiza	Capital Federal		-34.574294011198910	-58.472845340206820	Georef	2026-06-22 16:21:53.730
544	715	Av. Cordoba 4967	Palermo	Capital Federal		-34.591647337779584	-58.434063305849335	Georef	2026-06-22 16:21:56.203
545	716	Castañeda 1836	Belgrano	Capital Federal		-34.553898530238220	-58.436638360508226	Georef	2026-06-22 16:21:58.710
546	717	Junin 1460	Recoleta	Capital Federal		-34.591271233744620	-58.395365437384726	Georef	2026-06-22 16:22:01.197
547	719	Yerbal 2701	Flores	Capital Federal		-34.628738015463500	-58.467456970736700	Georef	2026-06-22 16:22:03.910
548	720	Independencia 585	Córdoba Capital	Córdoba		-34.664579663766800	-58.702177599094846	Georef	2026-06-22 16:22:08.270
550	724	Ayacucho 539	San Nicolás	Capital Federal		-34.602834781501850	-58.395465805651940	Georef	2026-06-22 16:22:22.950
551	725	Directorio 2320	Flores	Capital Federal		-34.633075096774800	-58.459362437530174	Georef	2026-06-22 16:22:25.653
553	727	Montiel 168	Liniers	Capital Federal		-34.641188503178830	-58.526291295655440	Georef	2026-06-22 16:22:36.827
554	729	Av. Belgrano 2160	Balvanera	Capital Federal		-34.614177644991740	-58.396941800862336	Georef	2026-06-22 16:22:38.753
555	731	Sarmiento 4551	Villa Crespo	Capital Federal		-34.604077985515460	-58.429634673248310	Georef	2026-06-22 16:22:40.793
556	732	Ambrosetti 758	Caballito	Capital Federal		-34.609483895226070	-58.438558866076780	Georef	2026-06-22 16:22:43.077
558	734	Urquiza 1013	Boedo	Capital Federal		-34.622542506318700	-58.409096764821950	Georef	2026-06-22 16:22:57.513
559	735	Av. Pueyrredon 2120	Recoleta	Capital Federal		-34.587804557985000	-58.397876980449865	Georef	2026-06-22 16:23:00.180
560	736	Chile 154	Córdoba Capital	Córdoba		-34.632376529573280	-58.783480026771700	Georef	2026-06-22 16:23:03.990
561	739	Franklin D Roosevelt 3002	Belgrano	Capital Federal		-34.560821676735436	-58.466179909028050	Georef	2026-06-22 16:23:06.440
562	740	Varela 888	Flores	Capital Federal		-34.639430772272710	-58.458663969491944	Georef	2026-06-22 16:23:08.830
563	741	Av. Triunvirato 4210	Villa Urquiza	Capital Federal		-34.578311492284280	-58.480225329370210	Georef	2026-06-22 16:23:11.223
564	742	Av. Juan Bautista Alberdi 5494	Mataderos	Capital Federal		-34.649072555864290	-58.499756985157840	Georef	2026-06-22 16:23:13.640
565	744	Independencia 907	Monserrat	Capital Federal		-34.617553919522024	-58.378857053570734	Georef	2026-06-22 16:23:16.060
566	745	Serrano 1458	Palermo	Capital Federal		-34.589671210115450	-58.431639553960770	Georef	2026-06-22 16:23:18.470
568	748	Malabia 494	Palermo	Capital Federal		-34.598221359791500	-58.438551774750100	Georef	2026-06-22 16:23:31.740
569	751	Esmeralda 1040	Retiro	Capital Federal		-34.595863473806010	-58.378460929353700	Georef	2026-06-22 16:23:34.250
570	752	Balcarce 379	Retiro	Capital Federal		-34.612150880675490	-58.370539938428955	Georef	2026-06-22 16:23:36.967
571	754	Av. Las Heras 3315	Recoleta	Capital Federal		-34.583114824508066	-58.407341011513594	Georef	2026-06-22 16:23:39.400
572	755	Concejal Tribulato 1281	San Miguel	Buenos Aires		-34.541312468541140	-58.713637748065710	Georef	2026-06-22 16:23:41.810
573	756	Paraguay 3079	Palermo	Capital Federal		-34.595202881219110	-58.410696774648734	Georef	2026-06-22 16:23:44.190
574	757	Av. Santa Fe 2429	Recoleta	Capital Federal		-34.594687255832830	-58.401465773572790	Georef	2026-06-22 16:23:46.823
575	758	Av. Corrientes 3401	Almagro	Capital Federal		-34.604137585141400	-58.413183587153400	Georef	2026-06-22 16:23:49.227
576	759	Juan Ramirez Velasco 745	Villa Crespo	Capital Federal		-34.596204582716830	-58.438736599966035	Georef	2026-06-22 16:23:51.603
577	761	Av. Corrientes 919	San Nicolás	Capital Federal		-34.603594250982155	-58.379747562952520	Georef	2026-06-22 16:24:02.210
578	762	Sarachaga 780	Córdoba Capital	Córdoba		-31.391005430644697	-64.184982508425480	Georef	2026-06-22 16:24:06.140
579	764	San Lorenzo 484	Córdoba Capital	Córdoba		-32.895704377745460	-68.802813308617430	Georef	2026-06-22 16:24:10.170
580	765	Buenos Aires 65	Córdoba Capital	Córdoba		-36.314986966983504	-57.677758710355725	Georef	2026-06-22 16:24:13.893
581	766	27 de abril 458	Córdoba Capital	Córdoba		-27.578056917692546	-64.136035174671970	Georef	2026-06-22 16:24:17.680
582	767	24 de Septiembre 1594	Córdoba Capital	Córdoba		-29.195339389307858	-58.073691655303720	Georef	2026-06-22 16:24:21.677
583	768	Independencia 855	Córdoba Capital	Córdoba		-34.663943398900080	-58.706314867878240	Georef	2026-06-22 16:24:25.583
584	769	San Martín 625	Villa Carlos Paz	Córdoba		-36.313754608820080	-57.672915718695870	Georef	2026-06-22 16:24:29.407
585	770	Ituzaingo 514	Córdoba Capital	Córdoba		-30.313578070059100	-61.231798372294520	Georef	2026-06-22 16:24:33.360
586	771	Santa Fe 723	Córdoba Capital	Córdoba		-29.182277240863670	-58.091177112902436	Georef	2026-06-22 16:24:37.417
587	772	Lavalleja 49	Córdoba Capital	Córdoba		-34.603406916152250	-58.438305583515140	Georef	2026-06-22 16:24:41.303
589	774	Av. Saenz 1050	Pompeya	Capital Federal		-34.652606954978250	-58.416377191237146	Georef	2026-06-22 16:24:55.090
590	775	Av. Angel Gallardo 499	Caballito	Capital Federal		-34.604959733985600	-58.437975049980100	Georef	2026-06-22 16:24:57.760
591	776	Illia 490	Córdoba Capital	Córdoba		-34.628875967119850	-58.569565270516550	Georef	2026-06-22 16:25:01.603
592	777	Bucarelli 1980	Villa Urquiza	Capital Federal		-34.579706585123960	-58.484693711727640	Georef	2026-06-22 16:25:04.010
593	778	Bulnes 758	Almagro	Capital Federal		-34.602726433149710	-58.417951427919334	Georef	2026-06-22 16:25:14.710
594	779	Av. Carabobo 269	Flores	Capital Federal		-34.630074274419860	-58.455080160227650	Georef	2026-06-22 16:25:16.807
595	780	Av. Corrientes 5573	Villa Crespo	Capital Federal		-34.596582807936926	-58.442341528439730	Georef	2026-06-22 16:25:19.597
596	781	Gabriela Mistral 3153	Villa Pueyrredon	Capital Federal		-34.589159494019660	-58.504777369967220	Georef	2026-06-22 16:25:22.007
597	782	Zapiola 2215	Belgrano	Capital Federal		-34.564896035331140	-58.464297537594230	Georef	2026-06-22 16:25:24.457
598	783	Av. Cabildo 1287	Belgrano	Capital Federal		-34.567913159535486	-58.448933437002566	Georef	2026-06-22 16:25:26.883
599	784	Jose María Bedoya 695	Córdoba Capital	Córdoba		-31.397957948533158	-64.186642652506350	Georef	2026-06-22 16:25:30.870
600	785	Boulevard San Juan 217	Córdoba Capital	Córdoba		-31.419949095030013	-64.189053551999100	Georef	2026-06-22 16:25:34.730
601	786	Lima 987	Córdoba Capital	Córdoba		-34.619606069068126	-58.381437222019330	Georef	2026-06-22 16:25:39.127
602	787	Alvear 2446	Villa Ballester	Buenos Aires		-34.580787718011810	-58.550201059043800	Georef	2026-06-22 16:25:42.160
603	788	Mansilla 3620	Palermo	Capital Federal		-34.591015977812624	-58.414683377105940	Georef	2026-06-22 16:25:44.577
604	789	Duarte Quirós 1851	Córdoba Capital	Córdoba		-31.411555132426670	-64.209694286545830	Georef	2026-06-22 16:25:48.443
605	790	Ituzaingó 921	Córdoba Capital	Córdoba		-30.312441934148154	-61.237768196189920	Georef	2026-06-22 16:25:51.203
606	791	Av. Francisco Beiro 3345	Capital Federal	Capital Federal		-34.598653488119020	-58.500143862572330	Georef	2026-06-22 16:25:55.537
607	792	Av. Independencia 3802	Caballito	Capital Federal		-34.621194309566550	-58.419436807767624	Georef	2026-06-22 16:25:57.960
608	793	Boulevard San Juan 835	Córdoba Capital	Córdoba		-31.417867227962258	-64.197175661210320	Georef	2026-06-22 16:26:02.650
609	794	Mariano Fragueiro 2220	Córdoba Capital	Córdoba		-31.389671157847070	-64.183811714768050	Georef	2026-06-22 16:26:06.790
610	795	Guatemala 4540	Palermo	Capital Federal		-34.587496376921166	-58.422980496218780	Georef	2026-06-22 16:26:09.397
611	796	Av. Chiclana 3002	Parque Patricios	Capital Federal		-34.630292932167880	-58.406410260518900	Georef	2026-06-22 16:26:12.073
612	797	Nogoya 2744	Capital Federal	Capital Federal		-34.600557990002610	-58.487807804338686	Georef	2026-06-22 16:26:16.873
613	798	Franklin D Roosevelt 2268	Belgrano	Capital Federal		-34.556592388714060	-58.459433162351910	Georef	2026-06-22 16:26:19.307
614	799	Soler 5748	Palermo	Capital Federal		-34.579692909228680	-58.434081879474320	Georef	2026-06-22 16:26:21.713
615	802	Artigas 4925	Villa Ballester	Buenos Aires		-34.552322227356670	-58.558674990274080	Georef	2026-06-22 16:26:24.000
616	805	Av. Medrano 414	Almagro	Capital Federal		-34.605862221140190	-58.421282188304370	Georef	2026-06-22 16:26:26.447
617	806	Jacinto de Altolaguirre 2222	Córdoba Capital	Córdoba		-31.383228856492313	-64.134063734830460	Georef	2026-06-22 16:26:30.470
618	807	Av. Capdevila 264	Córdoba Capital	Córdoba		-31.380430807665977	-64.171048698042440	Georef	2026-06-22 16:26:34.197
619	808	Av. Constituyentes 4081	Villa Urquiza	Capital Federal		-34.584952703569690	-58.488663537209980	Georef	2026-06-22 16:26:36.767
621	810	Av. Colón 1750	Córdoba Capital	Córdoba		-38.734138290136200	-62.286120948643750	Georef	2026-06-22 16:26:50.610
622	811	Av. Alvarez Thomas 1002	Colegiales	Capital Federal		-34.578912703491405	-58.455984452126450	Georef	2026-06-22 16:26:53.223
623	812	Av. Cobo 1697	Parque Patricios	Capital Federal		-34.643116586864160	-58.439201712393140	Georef	2026-06-22 16:26:55.733
624	813	Av. Colon 1088	Córdoba Capital	Córdoba		-37.148591854974150	-58.483016586173605	Georef	2026-06-22 16:26:59.523
625	814	San Jeronimo 3034	Córdoba Capital	Córdoba		-31.423665350335817	-64.145102964254100	Georef	2026-06-22 16:27:03.737
627	816	Av. Constituyentes 6209	Villa Urquiza	Capital Federal		-34.570653096727310	-58.507976866594800	Georef	2026-06-22 16:27:18.240
628	817	Duarte Quirós 2400	Córdoba Capital	Córdoba		-31.409659849971120	-64.215616110277780	Georef	2026-06-22 16:27:22.170
629	818	Av. Vélez Sarsfield 1045	Córdoba Capital	Córdoba		-31.427092512579430	-64.191702720284900	Georef	2026-06-22 16:27:25.870
630	819	Av. Cabildo 3955	Nuñez	Capital Federal		-34.547027660754170	-58.469697584235526	Georef	2026-06-22 16:27:28.350
632	821	Santa Fe 49	Córdoba Capital	Córdoba		-34.867435916449600	-58.359950177312030	Georef	2026-06-22 16:27:44.247
633	822	Av. España 1244	Mendoza	Mendoza		-32.888546880127880	-68.841553543686030	Georef	2026-06-22 16:27:46.727
634	823	San Martin 1153	Retiro	Capital Federal		-34.594266863829690	-58.374306864228610	Georef	2026-06-22 16:27:49.327
635	824	Av. San Martin 940	Cosquín	Córdoba		-29.183664860715720	-58.075846890517674	Georef	2026-06-22 16:27:53.583
636	825	Boulevard Sarmiento 5	Villa Carlos Paz	Córdoba		-33.644284272979410	-61.441141127421850	Georef	2026-06-22 16:27:57.573
637	826	Av. Francisco Beiro 5418	Villa Real	Capital Federal		-34.615040790321340	-58.526464492032660	Georef	2026-06-22 16:27:59.853
638	827	Av. Juan B Justo 3695	Villa Crespo	Capital Federal		-34.602763591879544	-58.455938498779860	Georef	2026-06-22 16:28:02.340
639	828	Av. Federico Lacroze 1735	Belgrano	Capital Federal		-34.563961730234160	-58.439072102846836	Georef	2026-06-22 16:28:04.847
640	829	Arribeños 2862	Nuñez	Capital Federal		-34.551134722216810	-58.456021321132240	Georef	2026-06-22 16:28:15.450
641	830	Gral José de San Martin 2601	Florida	Buenos Aires		-34.527331663773690	-58.490646389168690	Georef	2026-06-22 16:28:17.980
642	831	Av. Maipu 518	Vicente Lopez	Buenos Aires		-34.533474208106890	-58.478565452960560	Georef	2026-06-22 16:28:20.380
643	834	San Lorenzo 698	Mendoza	Mendoza		-32.892134693295430	-68.849143369101240	Georef	2026-06-22 16:28:35.537
644	836	Pueyrredon 283	Mendoza	Mendoza		-37.029227406803630	-64.280646142140130	Georef	2026-06-22 16:28:44.460
645	837	Nuñez 3802	Nuñez	Capital Federal		-34.556975188618320	-58.479730498700490	Georef	2026-06-22 16:28:47.090
646	838	Soler 4072	Palermo	Capital Federal		-34.590995978339620	-58.418740249533336	Georef	2026-06-22 16:28:49.393
647	839	Montevideo 461	San Nicolás	Capital Federal		-33.348743601827120	-60.204983750823175	Georef	2026-06-22 16:28:51.923
